tweets,label,preprocess_tweets
"RT @jonnohopkins: Pranking UKIP's David Coburn during a Periscope broadcast by telling him his mic's not on. Highlight of the week.
https:/…",leave,rt : pranking ukip's david coburn during a periscope broadcast by telling him his mic's not on highlight of the week https : / …
Farage’s “big night” should worry the Ukip People’s Army – UK in a changing Europe https://t.co/OK99gBOkX5,leave,farage ’ s “ big night ” should worry the ukip people ’ s army – uk in a changing europe <url>
RT @BradcoachGSC: #Brexit  Mark Carney doesn't have best track record on forecasting what the economy will do.  Ignore his comments @eurefe…,stay,rt : <hashtag> mark carney doesn't have best track record on forecasting what the economy will do ignore his comments …
@Amathyst25 erm... NIESR says there will be an economic shock too. And economy will be 1.5pc to 7.8pc smaller if Brexit! #VoteRemain,stay,erm niesr says there will be an economic shock too and economy will be <number> pc to <number> <lolface> c smaller if brexit <hashtag>
"""Brexit vote may spark recession, Mark Carney warns"" There will be one regardless of EU Ref outcome.  Already started in manufacturing.",stay,""" brexit vote may spark recession mark carney warns "" there will be one regardless of eu ref outcome already started in manufacturing"
RT @MeetingsShow: The Meetings Show to host #Brexit debate with @Eventhuddle - one not to miss! https://t.co/Gy4mysrhnb #eventprofs https:/…,leave,rt : the meetings show to host <hashtag> debate with - one not to miss <url> <hashtag> https : / …
"RT @ajcdeane: How many people working for the #EU do you think are paid more than the UK PM? 5? 10? No. 10,000. #brexitthemovie #Brexit",stay,rt : how many people working for the <hashtag> do you think are paid more than the uk pm <number> <number> no <number> <hashtag> <hashtag>
@Vaughan_Wms @wimthetim  For Welsh Labour replace Tory with UKIP! https://t.co/yHrFdLMBjI,leave,for welsh labour replace tory with ukip <url>
RT @BreitbartLondon: PICTURES: Farage Hailed A Hero On ‘Brexit The Movie’ Red Carpet https://t.co/Jizat1j1SE https://t.co/vZnbNlo5mK,stay,rt : pictures : farage hailed a hero on ‘ brexit the movie ’ red carpet <url> <url>
RT @LBC: David Cameron will take on Nigel Farage in a #Brexit debate. Who do you think will win? https://t.co/PDbaEdQQMV,leave,rt : david cameron will take on nigel farage in a <hashtag> debate who do you think will win <url>
RT @UKIP: Will you be watching? https://t.co/2iK88EZIcJ,stay,rt : will you be watching <url>
RT @dmck52: Received governments Pro EU propaganda booklet today. Vote #LeaveEU https://t.co/kgi5H9gwUh,stay,rt : received governments pro eu propaganda booklet today vote <hashtag> <url>
"RT @prweekuknews: .@BrexitTheMovie shows the power of simplifying ideas, writes @NicholasHDM https://t.co/1XwjHL8Zcn https://t.co/TmJ1ZgWgDH",leave,rt : shows the power of simplifying ideas writes <url> <url>
Touchstone Blog: Brexit bonfire of regulations would be a bonanza for worst kind of finan... https://t.co/wYRnc9FS4p via @touchstoneblog,leave,touchstone blog : brexit bonfire of regulations would be a bonanza for worst kind of finan <url> via
Today we held the voting for our mock #EUreferendum It was brilliant to see so many pupils of all ages voting. https://t.co/UMYVf4gwI6,stay,today we held the voting for our mock <hashtag> it was brilliant to see so many pupils of all ages voting <url>
Get up to 250% bonus on new forex accounts - https://t.co/B5W21A154C Germany's Schaeuble says on Brexit Access ... https://t.co/MAF73C9SOd,stay,get up to <number> bonus on new forex accounts - <url> germany's schaeuble says on brexit access <url>
"RT @CllrBSilvester: Bryant's UKIP Bashing Comes Back to Bite Him 
https://t.co/hSTeJqksab via @guidofawkes",stay,rt : bryant's ukip bashing comes back to bite him <url> via
"RT @ajcdeane: How many people working for the #EU do you think are paid more than the UK PM? 5? 10? No. 10,000. #brexitthemovie #Brexit",leave,rt : how many people working for the <hashtag> do you think are paid more than the uk pm <number> <number> no <number> <hashtag> <hashtag>
"@itvnews 
In this referendum the whole is much more important than the parts, all of Brexit spoke's people are brilliant debaters. Vote out",stay,in this referendum the whole is much more important than the parts all of brexit spoke's people are brilliant debaters vote out
RT @davidicke: Brexit poll: Almost half of Europeans want own vote on leaving EU: https://t.co/BMOwGvINqn #Brexit #EU #Cameron https://t.co…,stay,rt : brexit poll : almost half of europeans want own vote on leaving eu : <url> <hashtag> <hashtag> <hashtag> <url> …
RT @labourleave: Media are covering Tory and Labour Pro EU view and Tory and UKIP anti EU view. Why not include the Labour Anti EU view to?,leave,rt : media are covering tory and labour pro eu view and tory and ukip anti eu view why not include the labour anti eu view to
"JDW boss Tim Martin gives £200,000 to Brexit campaign https://t.co/uVPvfbdp3y @jdwtweet https://t.co/bizjdwJ9WR",stay,jdw boss tim martin gives <number> to brexit campaign <url> <url>
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",leave,rt : this is what the unelected eu elites who make decisions that affect your life think of you <hashtag> <url> …
Excited to go to House of Lords for #Brexit debate w @WiPPuk! Newbie to the UK &amp; ready to learn more #PublicPolicy https://t.co/nCbbW5hhOs,leave,excited to go to house of lords for <hashtag> debate w newbie to the uk amp ; ready to learn more <hashtag> <url>
RT @FullFact: Explaining the EU deal: is it legally binding? https://t.co/wuRS1AwoU8 #NISLON #EUref https://t.co/2uT3Kl0KYN,stay,rt : explaining the eu deal : is it legally binding <url> <hashtag> <hashtag> <url>
How the Brexit campaigns match up https://t.co/C2X6VYCMHv @marketingweeked #news,leave,how the brexit campaigns match up <url> <hashtag>
RT @VernallsE: Spread the Word https://t.co/dgd4v70Fm7 #voteleave via @vote_leave,leave,rt : spread the word <url> <hashtag> via
RT @JamesJimCarver: My thanks to @winstonpeters for his excellent speech at Westminster on how #Brexit will boost Commonwealth trade. https…,stay,rt : my thanks to for his excellent speech at westminster on how <hashtag> will boost commonwealth trade https …
"RT @wearebankable: Bankable supports a European Britain. #StrongerIn

https://t.co/fUkU6dB3hf #fintech #startups #innovation #tech https://…",stay,rt : bankable supports a european britain <hashtag> <url> <hashtag> <hashtag> <hashtag> <hashtag> https : / / …
RT @gale_adam: Really looking forward to the #Brexit movie premiere this evening in #leicestersquare. #Britain @BrexitTheMovie @vote_leave…,stay,rt : really looking forward to the <hashtag> movie premiere this evening in <hashtag> <hashtag> …
RT @LeftFootFwd: Boris Johnson's #Brexit Bus is peddling a lie - we don't 'send EU £350m a week'. https://t.co/5i5blcXREz #BorisBus https:/…,leave,rt : boris johnson's <hashtag> bus is peddling a lie - we don't ' send eu <number> m a week ' <url> <hashtag> https : / …
RT @plymouthcc: Make sure you’re registered to vote in the #EURef on 23 June – deadline is 7 June https://t.co/8JhoYJ4oSE,stay,rt : make sure you ’ re registered to vote in the <hashtag> on <number> june – deadline is <number> june <url>
Vote Leave Brexit Campaign Accused Of 'Shocking Bullying Tactics' Against ITV https://t.co/Li9BgoeRu6,stay,vote leave brexit campaign accused of ' shocking bullying tactics ' against itv <url>
More scaremongering @D_Blanchflower. #brexit #VoteLeave All speculation and no substance.,leave,more scaremongering <hashtag> <hashtag> all speculation and no substance
RT @BreitbartLondon: PICTURES: Farage Hailed A Hero On ‘Brexit The Movie’ Red Carpet https://t.co/Jizat1j1SE https://t.co/vZnbNlo5mK,leave,rt : pictures : farage hailed a hero on ‘ brexit the movie ’ red carpet <url> <url>
"""One of the key jobs as a factchecker is thinking about what’s being said, and also what isn’t being said.""@asippi on the #EUref #NISLON",leave,""" one of the key jobs as a factchecker is thinking about what ’ s being said and also what isn ’ t being said "" on the <hashtag> <hashtag>"
RT @thgreenparty: So many of our environmental &amp; social policy achievements are at risk from the Tory-UKIP #Brexit group. #GreenerIN https:…,leave,rt : so many of our environmental amp ; social policy achievements are at risk from the tory-ukip <hashtag> group <hashtag> https : …
"1/2 So far this weak we've been told brexit could lead to possible war, a recession and now Dodgy Dave is picking his opponents.  #VoteLeave",leave,<number> / <number> so far this weak we've been told brexit could lead to possible war a recession and now dodgy dave is picking his opponents <hashtag>
"@PaulGreig69 @bbclaurak Why? Given the millions of £s Gvnmt is spending on Remain, I think Whittingdale's can say what he wants #Brexit",leave,why given the millions of s gvnmt is spending on remain i think whittingdale's can say what he wants <hashtag>
Imagine if we #VoteLeave on 23 June https://t.co/Pj7GRWntJN,leave,imagine if we <hashtag> on <number> june <url>
RT @t0nyyates: Economists against Brexit https://t.co/QCm8ydeOqR,stay,rt : economists against brexit <url>
RT @Daily_Express: Ukip leader @Nigel_Farage CONFIRMED to take part in EU debate with Prime Minister #BREXIT https://t.co/cD9raQtA31 https:…,stay,rt : ukip leader confirmed to take part in eu debate with prime minister <hashtag> <url> https : …
"ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have revealed that an extra ... https://t.co/clNEW3Yyeq",leave,another reason to quit eu : brexit would ' create <number> extra jobs ' : new figures have revealed that an extra <url>
RT @Daily_Express: Ukip leader @Nigel_Farage CONFIRMED to take part in EU debate with Prime Minister #BREXIT https://t.co/cD9raQtA31 https:…,stay,rt : ukip leader confirmed to take part in eu debate with prime minister <hashtag> <url> https : …
RT @LBC: David Cameron will take on Nigel Farage in a #Brexit debate. Who do you think will win? https://t.co/PDbaEdQQMV,leave,rt : david cameron will take on nigel farage in a <hashtag> debate who do you think will win <url>
RT @gemini2359: #EUref Well what do you expect ! He was a member of the Bullingdon Club ! Boris Johnson's camp just threatened ITV https://…,leave,rt : <hashtag> well what do you expect he was a member of the bullingdon club boris johnson's camp just threatened itv https : / / …
"RT @4941ac: Profile: Neil Hamilton, UKIP’s genial but shamelessly selfish new leader in Cardiff Bay  
https://t.co/mWkKLZhMDI",leave,rt : profile : neil hamilton ukip ’ s genial but shamelessly selfish new leader in cardiff bay <url>
RT @Steven_Woolfe: Who can trust a man who signed the Lisbon Treaty with out the consent of British people? Gordon brown is irrelevant in t…,stay,rt : who can trust a man who signed the lisbon treaty with out the consent of british people gordon brown is irrelevant in t …
RT @Daily_Express: Brexit the Movie reveals how smug Eurocrats have DESTROYED democracy in Britain: https://t.co/a3jrV6eZrn https://t.co/9b…,stay,rt : brexit the movie reveals how smug eurocrats have destroyed democracy in britain : <url> <url> …
Explaining the EU deal: is it legally binding? https://t.co/wuRS1AwoU8 #NISLON #EUref https://t.co/2uT3Kl0KYN,leave,explaining the eu deal : is it legally binding <url> <hashtag> <hashtag> <url>
UK house prices: Housing market has 'fully recovered from the crash' but Brexit concerns loom https://t.co/yUux8OZCyr,leave,uk house prices : housing market has ' fully recovered from the crash ' but brexit concerns loom <url>
"GQ's June issue is now out, featuring features on Leonardo DiCaprio, BREXIT and The Manic Street Preachers. ""In our… https://t.co/s5sNZUavni",leave,"gq's june issue is now out featuring features on leonardo dicaprio brexit and the manic street preachers "" in our … <url>"
RT @swainjo: the polarised #brexit debate on Twitter visualised. Interesting to see certain media positions. https://t.co/SaA1OLV3vJ,stay,rt : the polarised <hashtag> debate on twitter visualised interesting to see certain media positions <url>
